,prime_award_unique_key,prime_award_amount,prime_award_base_action_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_awardee_uei,prime_awardee_name,prime_awardee_zip_code
1307,ASST_NON_693JJ22230000Y236CO052A044_6925,481969.0,2022-08-30,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1308,ASST_NON_693JJ22230000Y236CO0342063_6925,1088570.0,2022-04-11,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1309,ASST_NON_693JJ22230000Y001CO1602140_6925,1436159.0,2022-02-10,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1310,ASST_NON_693JJ22230000Y001CO0761238_6925,2716598.0,2022-02-14,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1311,ASST_NON_693JJ22230000Y460CONBIS306_6925,1029999.0,2022-04-18,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1312,ASST_NON_693JJ22230000Y240CO052A044_6925,41282.0,2022-02-24,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1313,ASST_NON_69A37522300004020MT0_6940,2832068.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1314,ASST_NON_69A37522300004020MT0_6940,2832068.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1315,ASST_NON_69A3752230000405DMTM_6940,1342771.5,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1316,ASST_NON_69A3752230000405DMTM_6940,1342771.5,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1317,ASST_NON_69A3752230SUP4020MT0_6940,158852.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1318,ASST_NON_69A3752230SUP4020MT0_6940,158852.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1319,ASST_NON_69A37522300001640MTA_6940,1894876.0,2022-05-16,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1320,ASST_NON_69A3752230000405BMTL_6940,339108.52,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1321,ASST_NON_693JJ22230000Y236CO0701256_6925,45999.0,2022-08-24,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1322,ASST_NON_693JJ22230000Y001CO0253285_6925,487385.0,2022-04-18,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1323,ASST_NON_693JJ22230000Y001CO006A063_6925,6723179.0,2022-04-26,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1324,ASST_NON_693JJ22230000Y240COR400394_6925,92478.0,2022-05-09,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1325,ASST_NON_693JJ22230000Y238CO0131057_6925,43510.0,2022-07-13,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1326,ASST_NON_KY-2021-038_6955,18683748.0,2021-09-24,69,Department of Transportation (DOT),MG4HF6GM5CV3,TRANSIT AUTHORITY OF RIVER CITY,402032031
1327,ASST_NON_693JJ22230000Y001CO1602168_6925,353315.0,2022-03-30,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1328,ASST_NON_693JJ22230000Y450MT0001061_6925,248601.43,2022-09-23,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1329,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1330,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1331,ASST_NON_69A37522300004020NM0_6940,3199205.99,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1332,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1333,ASST_NON_693JJ22230000Y240IN2100154_6925,134780.38,2022-09-21,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1334,ASST_NON_693JJ22230000Y240IN1800974_6925,4369773.43,2022-05-18,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1335,ASST_NON_693JJ22230000Y238IN1800974_6925,647078.07,2022-03-15,69,Department of Transportation (DOT),JGG2ZJCXBMY3,"TRANSPORTATION, INDIANA DEPARTMENT OF",462042219
1336,ASST_NON_693JJ22230000Y237MN4321225_6925,220991.07,2022-04-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1337,ASST_NON_693JJ22230000Y300NV0005022_6925,1000000.0,2022-09-09,69,Department of Transportation (DOT),WBVJEBV5KPF4,"TRANSPORTATION, NEVADA DEPARTMENT OF",897120001
1338,ASST_NON_69A37522300004020NE0_6940,3587313.96,2021-12-15,69,Department of Transportation (DOT),NUSELTALU9E7,"TRANSPORTATION, NEBRASKA DEPARTMENT OF",685095480
1339,ASST_NON_693JJ22230000Y240IN2100153_6925,115580.4,2022-09-21,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1340,ASST_NON_693JJ22230000YS30CA5927122_6925,2300200.0,2022-03-08,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1341,ASST_NON_69A37522300004020MD0_6940,5446027.12,2021-12-15,69,Department of Transportation (DOT),YU6WVSPTHKQ9,"TRANSPORTATION, MARYLAND DEPARTMENT OF",210610000
1342,ASST_NON_693JJ22230000Y301CA5950493_6925,854000.0,2022-08-04,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1343,ASST_NON_693JJ22230000Y233CA5922117_6925,4065298.0,2022-07-21,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1344,ASST_NON_693JJ22230000Y236CO0361124_6925,482149.0,2022-08-30,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1345,ASST_NON_693JJ22230000Y001CO0404060_6925,1273685.0,2022-02-09,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1346,ASST_NON_693JJ22230000Y001CO052A050_6925,6374835.0,2022-02-25,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1347,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1348,ASST_NON_693JJ22230000Y307MN4921222_6925,146879.72,2022-04-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1349,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1350,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1351,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1352,ASST_NON_TX-2022-049_6955,4455990.0,2022-08-16,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1353,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1354,ASST_NON_693JJ22230000Y238VTBP19002_6925,232108.0,2022-03-18,69,Department of Transportation (DOT),K5ZLF422BS36,"TRANSPORTATION, VERMONT AGENCY OF",56414129
1355,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1356,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1357,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1358,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1359,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1360,ASST_NON_69A3752230000405DOHL_6940,6187134.21,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1361,ASST_NON_693JJ22230000YS32COP2C0013_6925,94500.0,2022-04-19,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1362,ASST_NON_693JJ22230000Y240IN2100092_6925,733738.0,2022-08-12,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1363,ASST_NON_693JJ22230000Y233COC040055_6925,25367.0,2022-02-25,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1364,ASST_NON_693JJ22230000Y400COC040025_6925,1491872.0,2022-02-07,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1365,ASST_NON_ME-2022-013_6955,691558.0,2022-08-23,69,Department of Transportation (DOT),MP59EXMVEMJ7,MAINE DEPARTMENT OF TRANSPORTATION,4330
1366,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1367,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1368,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1369,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1370,ASST_NON_693JJ22230000Y230IN2101666_6925,30000.0,2022-08-25,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1371,ASST_NON_693JJ22230000Y450IN2101666_6925,29250.0,2022-08-25,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1372,ASST_NON_69A37522300004020NM0_6940,3199205.99,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1373,ASST_NON_69A37522300004020NM0_6940,3199205.99,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1374,ASST_NON_69A37522300004020NM0_6940,3199205.99,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1375,ASST_NON_69A37522300004020NM0_6940,3199205.99,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1376,ASST_NON_69A3752230000405DNMI_6940,181960.84,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1377,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1378,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1379,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1380,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1381,ASST_NON_693JJ22230000Y230IN1902178_6925,622115.44,2022-08-12,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1382,ASST_NON_693JJ22230000Y301IN1900447_6925,150800.0,2022-09-02,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1383,ASST_NON_693JJ22230000Y230IN2100022_6925,621688.0,2022-09-01,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1384,ASST_NON_693JJ92250010_6940,3500000.0,2022-06-16,69,Department of Transportation (DOT),YR2ELCZKWSJ8,GOVERNORS HIGHWAY SAFETY ASSOCIATION (GHSA),200011642
1385,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1386,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1387,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1388,ASST_NON_WV-2022-018_6955,2830061.0,2022-08-04,69,Department of Transportation (DOT),T1U2JF6Q1H45,"TRANSPORTATION, WEST VIRGINIA DEPARTMENT OF",253050027
1389,ASST_NON_693JJ22230000Y238MI22A0204_6925,624740.63,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1390,ASST_NON_693JJ22230000YS60KSC496222_6925,3150110.0,2022-02-16,69,Department of Transportation (DOT),S7VNQD6633Q6,"TRANSPORTATION, KANSAS DEPARTMENT OF",666033929
1391,ASST_NON_693JJ22230000Y308COM275008_6925,684689.0,2022-09-22,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1392,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1393,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1394,ASST_NON_693JJ22230000YS30OHE191525_6925,377777.77,2022-02-09,69,Department of Transportation (DOT),ERAMRH53K2Y7,"TRANSPORTATION, OHIO DEPARTMENT OF",432231102
1395,ASST_NON_693JJ22230000YS30CA5348032_6925,1045890.0,2022-07-06,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1396,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1397,ASST_NON_693JJ22230000YS32COR400388_6925,54981.0,2022-07-07,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1398,ASST_NON_MN-2020-020_6955,4278400.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1399,ASST_NON_MN-2020-020_6955,8712800.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1400,ASST_NON_693JJ22230000Y230CA5451023_6925,5420508.0,2022-09-13,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1401,ASST_NON_693JJ22230000YS30FLD219070_6925,218968.0,2022-09-01,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
1402,ASST_NON_693JJ22230000Y450IN2101672_6925,323901.82,2022-08-25,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1403,ASST_NON_693JJ22230000Y233IN2003019_6925,489320.0,2022-08-30,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1404,ASST_NON_693JJ22230000Y240IN1401280_6925,799996.0,2022-09-13,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1405,ASST_NON_693JJ22230000Y230MN0221061_6925,2370949.37,2022-04-14,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1406,ASST_NON_693JJ22230000Y236WAK364007_6925,846131.0,2022-03-23,69,Department of Transportation (DOT),FCT9KQ8L2574,WASHINGTON ST DEPARTMENT OF TRANSPORTATION,985012348
1407,ASST_NON_693JJ22230000Y003CA5256021_6925,428968.0,2022-09-14,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1408,ASST_NON_693JJ22230000Y400CA5256020_6925,454763.0,2022-09-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1409,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1410,ASST_NON_693JJ22230000Y003CA5085050_6925,686958.0,2022-08-10,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1411,ASST_NON_693JJ22230000Y003CA5085055_6925,470813.0,2022-09-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1412,ASST_NON_693JJ22230000Y003CA5085057_6925,152837.0,2022-09-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1413,ASST_NON_693JJ22230000Y003CA5085049_6925,508347.0,2022-08-22,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1414,ASST_NON_693JJ22230000Y400CA5085061_6925,87415.0,2022-06-02,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1415,ASST_NON_693JJ22230000Y400COC280018_6925,51549.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1416,ASST_NON_693JJ22230000Y240VA5401771_6925,217429.22,2022-03-10,69,Department of Transportation (DOT),G7FMER65EXJ9,"TRANSPORTATION, VIRGINIA DEPARTMENT OF",232192052
1417,ASST_NON_693JJ22230000Y001CA5415011_6925,1483320.0,2022-05-06,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1418,ASST_NON_693JJ22230000Y400COSW02448_6925,42627.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1419,ASST_NON_693JJ22230000Y240VA5A01443_6925,789972.43,2022-03-21,69,Department of Transportation (DOT),G7FMER65EXJ9,"TRANSPORTATION, VIRGINIA DEPARTMENT OF",232192052
1420,ASST_NON_PR-2022-035_6955,106457.0,2022-09-26,69,Department of Transportation (DOT),LLHHFKQLNAL4,"HIGHWAY & TRANSPORTATION AUTHORITY, PUERTO RICO",923
1421,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1422,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1423,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1424,ASST_NON_TX-2022-040_6955,2597003.0,2022-07-11,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1425,ASST_NON_693JJ22230000Y120COC020038_6925,152979.0,2022-05-06,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1426,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1427,ASST_NON_693JJ22230000Y001CA6272046_6925,338185.0,2022-05-23,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1428,ASST_NON_693JJ22230000Y400MN6221138_6925,604914.51,2022-04-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1429,ASST_NON_693JJ22230000YS30CA5341033_6925,675225.2,2022-05-18,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1430,ASST_NON_693JJ22230000Y400PAT062209_6925,2100000.0,2022-07-21,69,Department of Transportation (DOT),DWXXLGJBUPL7,"TRANSPORTATION, PENNSYLVANIA DEPARTMENT OF",171200001
1431,ASST_NON_693JJ22230000Y230PAX064361_6925,200000.0,2022-07-22,69,Department of Transportation (DOT),DWXXLGJBUPL7,"TRANSPORTATION, PENNSYLVANIA DEPARTMENT OF",171200001
1432,ASST_NON_693JJ22230000Y233PAT064198_6925,260000.0,2022-08-16,69,Department of Transportation (DOT),DWXXLGJBUPL7,"TRANSPORTATION, PENNSYLVANIA DEPARTMENT OF",171200001
1433,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1434,ASST_NON_693JJ31950003_6925,192914381.23,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1435,ASST_NON_693JJ22230000Y308IN2101300_6925,99440.0,2022-09-01,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1436,ASST_NON_DEEE0009988_8900,4796161.0,2022-08-05,89,Department of Energy (DOE),S249YBY1KLE8,KANSAS HOUSING RESOURCES CORPORATION,666033869
1437,ASST_NON_693JJ22230000Y233PAX092216_6925,548578.0,2022-08-10,69,Department of Transportation (DOT),DWXXLGJBUPL7,"TRANSPORTATION, PENNSYLVANIA DEPARTMENT OF",171200001
1438,ASST_NON_693JJ22230000Y400CA5160028_6925,800000.0,2022-08-22,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1439,ASST_NON_SD-2022-019_6955,9779002.0,2022-08-19,69,Department of Transportation (DOT),LWAMCP81LP14,"TRANSPORTATION, SOUTH DAKOTA DEPARTMENT OF",575012586
1440,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
1441,ASST_NON_693JJ22230000Y240MI22A0348_6925,666075.0,2022-02-10,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
