,contract_award_unique_key,award_id_piid,total_obligated_amount,award_base_action_date,awarding_agency_code,awarding_agency_name,recipient_uei,recipient_name,recipient_zip_4_code
1676,CONT_AWD_693JJ922P000033_6940_-NONE-_-NONE-,693JJ922P000033,10500.0,2022-08-23,69,DEPARTMENT OF TRANSPORTATION (DOT),EJXJZ82WWFH5,"GETTY IMAGES (US), INC.",100073140
1677,CONT_AWD_140D0422F0891_1406_140D0419A0020_1406,140D0422F0891,224886.48,2022-09-12,14,DEPARTMENT OF THE INTERIOR (DOI),JCHUL8M1HHK5,"BB&E, INC.",481672661
1678,CONT_AWD_693C7322C000018_6925_-NONE-_-NONE-,693C7322C000018,4716007.8,2022-09-14,69,DEPARTMENT OF TRANSPORTATION (DOT),WMADX6Z5RPJ9,FORT MYER CONSTRUCTION CORP,200181505
1679,CONT_AWD_692M1522F00151_6920_692M1520D00010_6920,692M1522F00151,1154454.0,2022-08-22,69,DEPARTMENT OF TRANSPORTATION (DOT),WUK9A5UR33S7,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",923738118
1680,CONT_AWD_693JJ422F00042N_6953_GS10F143AA_4732,693JJ422F00042N,20115.0,2022-08-25,69,DEPARTMENT OF TRANSPORTATION (DOT),LCYFBNAT8EY4,"MID-ATLANTIC INTERPRETING GROUP, INC.",210755634
1681,CONT_AWD_140F0421F0056_1448_140F0418D0002_1448,140F0421F0056,161086.0,2021-08-05,14,DEPARTMENT OF THE INTERIOR (DOI),YLLDX22XAKB5,"JOHNSON-MCADAMS FIRM, P.A., THE",389304432
1682,CONT_AWD_W912BV21F0126_9700_W912BV19D0017_9700,W912BV21F0126,1324157.9,2021-09-19,97,DEPARTMENT OF DEFENSE (DOD),PDQ4N3K7PJA9,,730269149
1683,CONT_AWD_693JJ322F00165N_6925_693JJ321D000015_6925,693JJ322F00165N,92475.0,2022-07-01,69,DEPARTMENT OF TRANSPORTATION (DOT),LGWRAAWPLZX1,CALIPER CORPORATION,024611149
1684,CONT_AWD_69319521F300025_6955_69319519D000019_6955,69319521F300025,1025193.0,2021-06-29,69,DEPARTMENT OF TRANSPORTATION (DOT),V3TLKNEQC9N5,KAL KRISHNAN CONSULTING SERVICES INC,900172648
1685,CONT_AWD_693JJ320F000070_6925_693JJ319D000018_6925,693JJ320F000070,248921.0,2020-03-12,69,DEPARTMENT OF TRANSPORTATION (DOT),CALKP4QGKLH3,"APPLIED PAVEMENT TECHNOLOGY, INC",618012722
1686,CONT_AWD_693JJ922F00034N_6940_697DCK22D00001_6920,693JJ922F00034N,330734.34,2022-05-25,69,DEPARTMENT OF TRANSPORTATION (DOT),PHZDZ8SJ5CM1,CDW GOVERNMENT LLC,600614304
1687,CONT_AWD_6973GH22F01601_6920_6973GH22D00008_6920,6973GH22F01601,235832.28,2022-09-06,69,DEPARTMENT OF TRANSPORTATION (DOT),NQQJBJ3BBS28,"CHICKASAW STRATEGIC POINTE, LLC",730711166
1688,CONT_AWD_693JJ422F00036N_6953_NNG15SD60B_8000,693JJ422F00036N,258952.99,2022-06-28,69,DEPARTMENT OF TRANSPORTATION (DOT),CGE8ABMZLZN9,,221023317
1689,CONT_AWD_1305M222PNWWG0203_1330_-NONE-_-NONE-,1305M222PNWWG0203,55023.7,2022-08-22,13,DEPARTMENT OF COMMERCE (DOC),GZWZLYNJJF22,OTT HYDROMET CORP,201647128
1690,CONT_AWD_12970222F0047_12C2_1240BH22A0002_12C2,12970222F0047,16500.0,2022-09-30,12,DEPARTMENT OF AGRICULTURE (USDA),XQ2NRJ769136,ROSA ENVIRONMENTAL SERVICES LLC,974042746
1691,CONT_AWD_11316022F0003NCD_1100_TIRNO99D00005_2050,11316022F0003NCD,1034897.0,2022-05-25,1100,EXECUTIVE OFFICE OF THE PRESIDENT (EOP),DMHDNDCPWUD1,THE MITRE CORPORATION,221027508
1692,CONT_AWD_693JJ422F00044N_6953_NNG15SD74B_8000,693JJ422F00044N,179511.4,2022-08-24,69,DEPARTMENT OF TRANSPORTATION (DOT),EJJMMJHYDFH6,SOFTWARE INFORMATION RESOURCE CORP.,200372500
1693,CONT_AWD_693JJ422F00031N_6953_GS10F0475X_4732,693JJ422F00031N,19500.0,2022-06-17,69,DEPARTMENT OF TRANSPORTATION (DOT),UNGKV9ZLQTF9,POWELL CONSULTING GROUP,207823314
1694,CONT_AWD_693JK421F980004_6901_693JK421A500002_6901,693JK421F980004,382970.6,2021-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),H8YMWAKEKPN5,ARDENT MANAGEMENT CONSULTING INCORPORATED,201905338
1695,CONT_AWD_12970222C0006_12C2_-NONE-_-NONE-,12970222C0006,239328.39,2022-09-22,12,DEPARTMENT OF AGRICULTURE (USDA),QUY2JFNERW83,"APEX ENTERPRISES, INC",959654698
1696,CONT_AWD_12760422F0445_12C2_12760420A0005_12C2,12760422F0445,2492199.44,2022-09-30,12,DEPARTMENT OF AGRICULTURE (USDA),MMLKPW9JLX64,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,201905856
1697,CONT_AWD_693JJ922C000004_6940_-NONE-_-NONE-,693JJ922C000004,1981623.0,2022-06-29,69,DEPARTMENT OF TRANSPORTATION (DOT),L7KTVGQMQLX3,,174029282
1698,CONT_AWD_12441922F0055_12C2_1243ZP18A0018_12C2,12441922F0055,123000.0,2022-09-15,12,DEPARTMENT OF AGRICULTURE (USDA),Y69JHKN9EJV1,"NORTH WIND RESOURCE CONSULTING, LLC",834021513
1699,CONT_AWD_693JJ320F000475_6925_693JJ319D000011_6925,693JJ320F000475,541647.0,2020-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),LLWLXEU6T563,WSP USA INC.,101190002
1700,CONT_AWD_693JJ322F00423N_6925_693JJ321D000013_6925,693JJ322F00423N,69575.52,2022-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),EPUXNLX5EYC4,"AECOM TECHNICAL SERVICES, INC.",900713135
1701,CONT_AWD_12760422F0415_12C2_GS00F120DA_4732,12760422F0415,499380.36,2022-09-25,12,DEPARTMENT OF AGRICULTURE (USDA),PS8NEAKW1MM4,"JEFFERSON CONSULTING GROUP, LLC",200061215
1702,CONT_AWD_693JJ321C000033_6925_-NONE-_-NONE-,693JJ321C000033,151279.0,2021-09-27,69,DEPARTMENT OF TRANSPORTATION (DOT),LL8GLEVH6MG3,"UNIVERSITY OF UTAH, THE",841129049
1703,CONT_AWD_693JJ319F000054_6925_47QRAA18D008A_4732,693JJ319F000054,2037422.0,2019-02-19,69,DEPARTMENT OF TRANSPORTATION (DOT),P14YAQHC57H5,"NICHOLS CONSULTING ENGINEERS, CHTD.",895093370
1704,CONT_AWD_12444622P0177_12C2_-NONE-_-NONE-,12444622P0177,249490.0,2022-09-20,12,DEPARTMENT OF AGRICULTURE (USDA),HEJEAE6FQ8Q4,HUNTZINGER BRETT,499489406
1705,CONT_AWD_69319522F30011N_6955_69319519D000008_6955,69319522F30011N,1254738.78,2022-07-01,69,DEPARTMENT OF TRANSPORTATION (DOT),MMKUVNZBMNK4,"DMP GROUP, LLC , THE",200074119
1706,CONT_AWD_12441922F0044_12C2_12444222A0018_12C2,12441922F0044,202767.6,2022-09-12,12,DEPARTMENT OF AGRICULTURE (USDA),P1N7EBZLSY18,"ENVIRONMENTAL SOLUTIONS & INNOVATIONS, INC.",452321762
1707,CONT_AWD_DTNH2216C00010_6940_-NONE-_-NONE-,DTNH2216C00010,10152374.94,2016-09-26,69,DEPARTMENT OF TRANSPORTATION (DOT),SKKXHJP1Y7L8,"BOWHEAD BUSINESS AND TECHNOLOGY SOLUTIONS, LLC",223111855
1708,CONT_AWD_140G0222C0015_1434_-NONE-_-NONE-,140G0222C0015,383931.0,2022-08-09,14,DEPARTMENT OF THE INTERIOR (DOI),EN2MEYLMUK51,"BENTLEY SYSTEMS, INCORPORATED",193411151
1709,CONT_AWD_693JJ321F000339_6925_47QREB19D0025_4732,693JJ321F000339,362280.69,2021-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),HNETQXJ3WAL7,"WHITESPACE INNOVATIONS, INCORPORATED",358056214
1710,CONT_AWD_693JJ321F000179_6925_693JJ320D000003_6925,693JJ321F000179,350427.0,2021-06-10,69,DEPARTMENT OF TRANSPORTATION (DOT),NNJMNX96LQ28,"GEI CONSULTANTS, INC.",018013365
1711,CONT_AWD_12363N22C4018_12C2_-NONE-_-NONE-,12363N22C4018,391323.0,2022-09-03,12,DEPARTMENT OF AGRICULTURE (USDA),HK3ALNSKSLA4,"NEIMAN TIMBER COMPANY, L.C.",827209657
1712,CONT_AWD_693JJ420P000002_6953_-NONE-_-NONE-,693JJ420P000002,58500.0,2020-01-02,69,DEPARTMENT OF TRANSPORTATION (DOT),LG3JNBQKH871,"RESURGENS RISK MANAGEMENT, INC.",303617673
1713,CONT_AWD_140L2222F0008_1422_GS10F0261S_4730,140L2222F0008,87203.06,2022-09-14,14,DEPARTMENT OF THE INTERIOR (DOI),NSKVJEPQJKJ4,"ADVANCED RESOURCE SOLUTIONS, INC",956828406
1714,CONT_AWD_6973GH22F01712_6920_6973GH18D00017_6920,6973GH22F01712,41785.0,2022-09-12,69,DEPARTMENT OF TRANSPORTATION (DOT),J83HU9YE2LH5,"FIRST LOGISTEX, INC.",808318405
1715,CONT_AWD_1284LL22P4001_12C2_-NONE-_-NONE-,1284LL22P4001,53364.0,2022-05-06,12,DEPARTMENT OF AGRICULTURE (USDA),MN9MMDU98L87,FORSTAT INC,974786082
1716,CONT_AWD_1240LP22F0038_12C2_AG67T0C170021_12C2,1240LP22F0038,186210.0,2022-03-16,12,DEPARTMENT OF AGRICULTURE (USDA),JHARC6U9CLA5,"GE FORESTRY, INC",975029446
1717,CONT_AWD_693JJ322F00189N_6925_693JJ322A000007_6925,693JJ322F00189N,5165.0,2022-07-26,69,DEPARTMENT OF TRANSPORTATION (DOT),EFMFNAELHYR5,XEROX CORPORATION,200365870
1718,CONT_AWD_1305L222FNCNT0113_1330_NNG15SD79B_8000,1305L222FNCNT0113,37314.2,2022-08-08,13,DEPARTMENT OF COMMERCE (DOC),C1NMTBMS4KG5,"AURORA SYSTEMS CONSULTING, INC.",905055234
1719,CONT_AWD_693JJ322F00234N_6925_693JJ322A000004_6925,693JJ322F00234N,1099814.0,2022-08-15,69,DEPARTMENT OF TRANSPORTATION (DOT),QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",220316050
1720,CONT_AWD_1240LP22F0106_12C2_1282X919D0002_12C2,1240LP22F0106,66928.0,2022-08-22,12,DEPARTMENT OF AGRICULTURE (USDA),NEZLJNFFTE11,"CUTTING EDGE FORESTRY, INC.",975019335
1721,CONT_AWD_140L0622F0320_1422_INL17PC00072_1422,140L0622F0320,1679650.77,2022-09-23,14,DEPARTMENT OF THE INTERIOR (DOI),GPAQG3DPLWF5,"NORTH WIND CONSTRUCTION SERVICES, LLC",834021513
1722,CONT_AWD_140G0222F0231_1434_140G0221D0004_1434,140G0222F0231,86779.2,2022-07-29,14,DEPARTMENT OF THE INTERIOR (DOI),GVEBGEGJMPA4,"APERTURE FEDERAL, LLC",201715228
1723,CONT_AWD_693KA922F00112_6920_693KA921D00013_6920,693KA922F00112,2199029.13,2022-05-24,69,DEPARTMENT OF TRANSPORTATION (DOT),CJCLTJMRNJV8,CAVAN SOLUTIONS INC,200242701
1724,CONT_AWD_6973GH22C00035_6920_-NONE-_-NONE-,6973GH22C00035,936095.37,2022-02-22,69,DEPARTMENT OF TRANSPORTATION (DOT),WDBMLNM6VBS5,KOBO UTILITY CONSTRUCTION CORP.,025635119
1725,CONT_AWD_140R1022F0058_1425_140R1019D0003_1425,140R1022F0058,134640.99,2022-08-25,14,DEPARTMENT OF THE INTERIOR (DOI),H8GMR61MW2C9,"ENVIRONMENTAL MANAGEMENT AND PLANNING SOLUTIONS, INC.",803011044
1726,CONT_AWD_693JJ922F00095N_6940_DTNH2217D00078_6940,693JJ922F00095N,200950.0,2022-08-04,69,DEPARTMENT OF TRANSPORTATION (DOT),Y2SHYGR1MNP6,CALSPAN CORPORATION,142251928
1727,CONT_AWD_140P2022F0225_1443_140P2021D0012_1443,140P2022F0225,886881.51,2022-09-19,14,DEPARTMENT OF THE INTERIOR (DOI),JSAFS55GW4B6,DHM DESIGN CORPORATION,802090007
1728,CONT_AWD_1240BE21F0033_12C2_AG046WB170012_12C2,1240BE21F0033,120035.0,2021-03-19,12,DEPARTMENT OF AGRICULTURE (USDA),K85WR3JV6TN6,"PLANTWORKS LLC , THE",978248208
1729,CONT_AWD_68HE0720F0106_6800_68HE0118D0014_6800,68HE0720F0106,214509.33,2020-06-19,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),LCMDVD5845M4,HELIOTECH,606064651
1730,CONT_AWD_6973GH22F01631_6920_6973GH22D00014_6920,6973GH22F01631,193249.38,2022-09-07,69,DEPARTMENT OF TRANSPORTATION (DOT),U9GDGL5NLPE1,QUAD J INC,461238289
1731,CONT_AWD_W9127822F0171_9700_W9127822D0055_9700,W9127822F0171,17110000.0,2022-06-30,97,DEPARTMENT OF DEFENSE (DOD),ED3FZHBD52V3,,704339125
1732,CONT_AWD_693JJ322F00209N_6925_693JJ321D000005_6925,693JJ322F00209N,400000.0,2022-07-29,69,DEPARTMENT OF TRANSPORTATION (DOT),LU5TY1NRFHK8,"INSTITUTE OF TRANSPORTATION ENGINEERS, INC.",200064087
1733,CONT_AWD_693JJ922F00184N_6940_693JJ921D000034_6940,693JJ922F00184N,312288.0,2022-09-26,69,DEPARTMENT OF TRANSPORTATION (DOT),KV6LNFQWZH48,TOXCEL LLC,201553061
1734,CONT_AWD_1305M322FNRMA0231_1330_1305M322DNRMA0015_1330,1305M322FNRMA0231,1394775.0,2022-09-15,13,DEPARTMENT OF COMMERCE (DOC),GPCXJ7QACRX6,"MRV SYSTEMS, LLC",921212754
1735,CONT_AWD_1240BJ22F0027_12C2_1205G219D0003_12C2,1240BJ22F0027,157506.06,2022-05-27,12,DEPARTMENT OF AGRICULTURE (USDA),ET9MWK3PM4U6,,598018536
1736,CONT_AWD_12444122P0045_12C2_-NONE-_-NONE-,12444122P0045,34500.0,2022-07-29,12,DEPARTMENT OF AGRICULTURE (USDA),GEJPMUHVN1D9,SC REVENUE & FISCAL AFFAIRS OFFICE,292013183
1737,CONT_AWD_89303022FLP400032_8900_DELP0000129_8900,89303022FLP400032,369786.4,2022-04-21,89,DEPARTMENT OF ENERGY (DOE),ZCF2G9A61V29,ARCHETYPE II LLC,201705531
1738,CONT_AWD_68HE0222F0031_6800_68HE0319D0004_6800,68HE0222F0031,4053446.9,2022-06-29,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),Z4XGALW7L9K6,"WESTON SOLUTIONS, INC.",193801492
1739,CONT_AWD_693JJ322P000054_6925_-NONE-_-NONE-,693JJ322P000054,17500.0,2022-09-06,69,DEPARTMENT OF TRANSPORTATION (DOT),MJJXCN1DELJ5,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,021385801
1740,CONT_AWD_140F0922C0006_1448_-NONE-_-NONE-,140F0922C0006,135930.0,2022-09-20,14,DEPARTMENT OF THE INTERIOR (DOI),FXCLX9TNEJ63,"VEGETATION MANAGEMENT SERVICES, LLC",718328054
1741,CONT_AWD_W912ES22F0058_9700_W912ES21D0006_9700,W912ES22F0058,25000.0,2022-05-24,97,DEPARTMENT OF DEFENSE (DOD),UZPUEX82CKZ8,,551141804
1742,CONT_AWD_693JJ322F00404N_6925_693JJ322A000013_6925,693JJ322F00404N,566433.27,2022-09-22,69,DEPARTMENT OF TRANSPORTATION (DOT),QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",220316050
1743,CONT_AWD_693C7322F00109N_6925_693C7320D000017_6925,693C7322F00109N,3362508.15,2022-09-06,69,DEPARTMENT OF TRANSPORTATION (DOT),YKVNGM329N76,"ESTES BROS. CONST., INC.",242638491
1744,CONT_AWD_12444622P0117_12C2_-NONE-_-NONE-,12444622P0117,82600.0,2022-06-17,12,DEPARTMENT OF AGRICULTURE (USDA),TVNPT1KJ1VW1,"BATH JR, LAWRENCE H",54138
1745,CONT_AWD_12444222F0211_12C2_12444222D0012_12C2,12444222F0211,39934.0,2022-07-07,12,DEPARTMENT OF AGRICULTURE (USDA),FLWKSVAY1X26,"SKYLIGHT FORESTRY, INC.",770071638
1746,CONT_AWD_140L3722F0177_1422_47QMCA18D000F_4732,140L3722F0177,26938.0,2022-08-25,14,DEPARTMENT OF THE INTERIOR (DOI),ZD8VMG7R9VP1,"AMERICAN MATERIAL HANDLING, INC.",306775986
1747,CONT_AWD_1240LQ22C0006_12C2_-NONE-_-NONE-,1240LQ22C0006,448757.63,2022-08-22,12,DEPARTMENT OF AGRICULTURE (USDA),Z9QGWF3FZ9E7,"ESPINOZA CULTURAL SERVICES, LLC",81140
1748,CONT_AWD_1305M222CNCNL0013_1330_-NONE-_-NONE-,1305M222CNCNL0013,595000.0,2022-09-08,13,DEPARTMENT OF COMMERCE (DOC),CPPKBPA253Q2,MICRO-G LACOSTE INC,80026
1749,CONT_AWD_1240BE22F0116_12C2_1240BE21A0020_12C2,1240BE22F0116,69300.0,2022-09-26,12,DEPARTMENT OF AGRICULTURE (USDA),ECHMM81XP387,"NAKONECHNY, LYLE D",986404516
1750,CONT_AWD_693C7322F00100N_6925_693C7320D000014_6925,693C7322F00100N,1687290.0,2022-09-01,69,DEPARTMENT OF TRANSPORTATION (DOT),Y4ZPM3CNMSQ6,"BRYANT'S LAND AND DEVELOPMENT INDUSTRIES, INC.",287143401
1751,CONT_AWD_693KA822F00395_6920_DTFAWA12D00020_6920,693KA822F00395,42513.0,2022-09-02,69,DEPARTMENT OF TRANSPORTATION (DOT),GCGMJMZNLGU5,KOHLER CO.,530835311
1752,CONT_AWD_6982AF22F00165N_6925_6982AF22D000002_6925,6982AF22F00165N,348770.68,2022-09-12,69,DEPARTMENT OF TRANSPORTATION (DOT),KBCXMJ2WXRK7,"HDR ENGINEERING, INC.",802024824
1753,CONT_AWD_12444622P0171_12C2_-NONE-_-NONE-,12444622P0171,108710.0,2022-09-08,12,DEPARTMENT OF AGRICULTURE (USDA),GQETK7F6TJ33,OUTBACK BRUSH CUTTING & CLEARING LLC,566016529
1754,CONT_AWD_1305M322FNWWY0134_1330_1305M420DNWWA0062_1330,1305M322FNWWY0134,366158.3,2022-07-18,13,DEPARTMENT OF COMMERCE (DOC),LU7GZQJBMLM8,INTERNATIONAL BUSINESS SALES & SERVICES CORPORATION,209103358
1755,CONT_AWD_68HE0422F0013_6800_68HE0421D0012_6800,68HE0422F0013,15899591.0,2021-12-17,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),CZKDXLMHM8A1,"C M C, INC.",403569408
1756,CONT_AWD_140P2022F0167_1443_140P2022D0020_1443,140P2022F0167,111198.0,2022-06-02,14,DEPARTMENT OF THE INTERIOR (DOI),M2F7G6H73FL3,"OTAK, INC.",972042424
1757,CONT_AWD_12441922F0060_12C2_12445522A0111_12C2,12441922F0060,187871.7,2022-09-22,12,DEPARTMENT OF AGRICULTURE (USDA),DJBXTN16DAP6,"SNOW COUNTRY CONTRACTING, INC.",499119752
1758,CONT_AWD_693JJ320F000135_6925_GS00Q17GWD2072_4732,693JJ320F000135,6525011.3,2020-06-30,69,DEPARTMENT OF TRANSPORTATION (DOT),NZE4NA4DHCJ1,ENTERPRISE ARCHITECTURE AND INFORMATION MANAGEMENT INC.,221824050
1759,CONT_AWD_68HE0721F0084_6800_68HE0118D0004_6800,68HE0721F0084,141639.16,2021-07-12,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),LEEMJD9WKDC9,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",210311124
1760,CONT_AWD_140P2022C0052_1443_-NONE-_-NONE-,140P2022C0052,1307943.0,2022-06-08,14,DEPARTMENT OF THE INTERIOR (DOI),RB1KQ7LMCLG8,,233243088
1761,CONT_AWD_12444222F0061_12C2_127A8619D0006_12C2,12444222F0061,18399.0,2022-03-17,12,DEPARTMENT OF AGRICULTURE (USDA),SNBNHEXFKGJ9,CARL POTTER FORESTRY INC,728578922
1762,CONT_AWD_6973GH22C00125_6920_-NONE-_-NONE-,6973GH22C00125,610540.0,2022-06-06,69,DEPARTMENT OF TRANSPORTATION (DOT),F4L1MAT8JLK5,"FLAKE TOWERS, LLC",370407125
1763,CONT_AWD_693JK422P800004_6901_-NONE-_-NONE-,693JK422P800004,33764.0,2022-03-25,69,DEPARTMENT OF TRANSPORTATION (DOT),MKF6VA9NZLR8,"EXECUTIVE INFORMATION SYSTEMS, LLC",208177836
1764,CONT_AWD_W912EK21C0038_9700_-NONE-_-NONE-,W912EK21C0038,24620833.0,2021-09-29,97,DEPARTMENT OF DEFENSE (DOD),SSHKFEPCWP31,"KONECRANES NUCLEAR EQUIPMENT & SERVICES, LLC",531517365
1765,CONT_AWD_68HE0322F0023_6800_68HE0322D0001_6800,68HE0322F0023,21600000.0,2022-03-18,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),MHMPN3F73NX3,"ENVIRONMENTAL RESTORATION, L.L.C.",630262926
1766,CONT_AWD_140L3922F0060_1422_140L0621A0011_1422,140L3922F0060,326292.42,2022-06-17,14,DEPARTMENT OF THE INTERIOR (DOI),HDDXJHG4XJJ3,G2 ARCHAEOLOGY,895091515
1767,CONT_AWD_12444222F0137_12C2_127A8619D0010_12C2,12444222F0137,65856.0,2022-05-18,12,DEPARTMENT OF AGRICULTURE (USDA),XFMJLR3Q8NH9,"GRANO REFORESTATION, INC.",729587540
1768,CONT_AWD_693JJ420F000028_6953_GS25F0014R_4730,693JJ420F000028,25029.12,2020-08-03,69,DEPARTMENT OF TRANSPORTATION (DOT),DB6NM233RMM5,FRANCOTYP POSTALIA INCORPORATED,601017200
1769,CONT_AWD_693JJ922F00163N_6940_693JJ922D000033_6940,693JJ922F00163N,247645.0,2022-09-15,69,DEPARTMENT OF TRANSPORTATION (DOT),FLVDB6NE1NQ4,,220314376
1770,CONT_AWD_6973GH22F01359_6920_6973GH18D00018_6920,6973GH22F01359,74938.27,2022-07-20,69,DEPARTMENT OF TRANSPORTATION (DOT),NLNMLBJA3TF4,"MAETEC POWER, INC.",144509542
1771,CONT_AWD_12445522F0159_12C2_140F0822D0083_1448,12445522F0159,203926.0,2022-09-27,12,DEPARTMENT OF AGRICULTURE (USDA),DELENYZCZKA4,"NATIONAL NATIVE AMERICAN CONSTRUCTION, INC.",838158395
1772,CONT_AWD_693JJ320F000091_6925_GS10F0502N_4730,693JJ320F000091,7981996.0,2020-04-23,69,DEPARTMENT OF TRANSPORTATION (DOT),PNK2G91GKFW6,UNIVERSITY SYSTEM OF MARYLAND,207421800
1773,CONT_AWD_1240LR22P0102_12C2_-NONE-_-NONE-,1240LR22P0102,47253.0,2022-09-22,12,DEPARTMENT OF AGRICULTURE (USDA),J8X1LQ6A6QZ5,JOEL FYOCK,883399610
1774,CONT_AWD_1202SA22K9611_12C2_1202SA21T9600_12C2,1202SA22K9611,326019.31,2022-07-11,12,DEPARTMENT OF AGRICULTURE (USDA),D458RGKHR6G7,VISION AERIAL INC.,597182214
1775,CONT_AWD_693JJ322F00232N_6925_693JJ318D000020_6925,693JJ322F00232N,47994.97,2022-08-10,69,DEPARTMENT OF TRANSPORTATION (DOT),EHVWQC5LJRV9,"PTG INTERNATIONAL, INC.",208742648
1776,CONT_AWD_693JJ420F000015_6953_GS00F280DA_4732,693JJ420F000015,1995427.2,2020-06-18,69,DEPARTMENT OF TRANSPORTATION (DOT),GR37ULLYKLK9,"CAMEO CONSULTING GROUP, LLC",223044805
1777,CONT_AWD_89243318FFE000008_8900_GS00Q13NSA3000_4732,89243318FFE000008,1099801.8,2018-05-31,89,DEPARTMENT OF ENERGY (DOE),P2S7GZFBCSJ1,AT&T MOBILITY LLC,303424756
1778,CONT_AWD_1305M421FNAAJ0108_1330_1305M420ANAAJ0126_1330,1305M421FNAAJ0108,31724757.84,2021-09-20,13,DEPARTMENT OF COMMERCE (DOC),SLXHVAAJ2S68,IMSOLUTIONS LLC,220262670
1779,CONT_AWD_693C7321F000097_6925_693C7319D000001_6925,693C7321F000097,705138.05,2021-08-17,69,DEPARTMENT OF TRANSPORTATION (DOT),V8PKGG6NLKV6,,276011777
1780,CONT_AWD_127EAS22F0009_12C2_AG9JGPC170045_12C2,127EAS22F0009,104533.8,2022-04-01,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975013047
1781,CONT_AWD_12444622P0164_12C2_-NONE-_-NONE-,12444622P0164,67600.0,2022-08-23,12,DEPARTMENT OF AGRICULTURE (USDA),PJYJS1ATQT77,"NORTHWOODS FORESTRY, INC.",547389268
1782,CONT_AWD_693JJ919C000004_6940_-NONE-_-NONE-,693JJ919C000004,3017472.02,2019-08-09,69,DEPARTMENT OF TRANSPORTATION (DOT),YQ75MP1BGZK1,"CRASH RESEARCH & ANALYSIS, INC.",140599496
1783,CONT_AWD_68HE0721F0146_6800_68HE0721D0001_6800,68HE0721F0146,2073506.98,2021-09-24,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),YZCLNX5DTCM4,"EQM SERVICES, LLC",452402788
1784,CONT_AWD_127EAY21P0060_12C2_-NONE-_-NONE-,127EAY21P0060,73311.0,2021-04-28,12,DEPARTMENT OF AGRICULTURE (USDA),EQC8A9KNAVM5,"BIG VALLEY SANITATION, INC.",960014532
1785,CONT_AWD_693JJ322F00365N_6925_693JJ322A000012_6925,693JJ322F00365N,342539.76,2022-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),DHE8RAABKLN5,GRANT THORNTON PUBLIC SECTOR LLC,222093904
1786,CONT_AWD_693JJ921F000064_6940_47QTCA18D0081_4732,693JJ921F000064,144642.0,2021-06-09,69,DEPARTMENT OF TRANSPORTATION (DOT),MKF6VA9NZLR8,,208177836
1787,CONT_AWD_693JJ422F00070N_6953_47QRAA18D00FJ_4732,693JJ422F00070N,458880.0,2022-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),QPX7HPXJX733,ACQUISITION PROFESSIONALS LLC,225544889
1788,CONT_AWD_68HE0320F0024_6800_68HE0318D0006_6800,68HE0320F0024,333028.96,2020-04-24,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),S7Q4GKNGGA81,"HYDROGEOLOGIC, INC.",201905375
1789,CONT_AWD_1240BE21F0087_12C2_12046W18A0004_12C2,1240BE21F0087,22700.0,2021-04-28,12,DEPARTMENT OF AGRICULTURE (USDA),TT6DTCEHHK23,"BENSON FARMS, INC.",988372333
1790,CONT_AWD_693JJ322F00220N_6925_693JJ322A000001_6925,693JJ322F00220N,274096.69,2022-08-05,69,DEPARTMENT OF TRANSPORTATION (DOT),F125YU6SWK59,BATTELLE MEMORIAL INSTITUTE,432012696
1791,CONT_AWD_89303022FFE000028_8900_89303022AFE000003_8900,89303022FFE000028,1503155.22,2022-02-24,89,DEPARTMENT OF ENERGY (DOE),LHA1QKKRPFA8,"LEONARDO TECHNOLOGIES, INC.",439509600
1792,CONT_AWD_693JJ422C000003_6953_-NONE-_-NONE-,693JJ422C000003,13928.0,2022-08-24,69,DEPARTMENT OF TRANSPORTATION (DOT),QXM1J637BRB3,BLUE DROP LLC,20003
1793,CONT_AWD_140L3722P0066_1422_-NONE-_-NONE-,140L3722P0066,319480.0,2022-09-15,14,DEPARTMENT OF THE INTERIOR (DOI),VGH7FH96S9G3,"EL RINCON FORESTRY, INC.",975013869
1794,CONT_AWD_1202SA22K9614_12C2_1202SA22T9600_12C2,1202SA22K9614,250080.0,2022-09-14,12,DEPARTMENT OF AGRICULTURE (USDA),GFMENWNGBTJ7,FREEFLY SYSTEMS INC.,980724548
